sym,sessions,zone_tol_atr,sl_buf_atr,tp_mode,min_rr,body_filter,full_n,full_wr,full_pf,full_net_pips,full_max_dd_pips,full_avg_rr,full_sharpe,full_n_tp,full_n_sl,full_n_to,IS_n,IS_wr,IS_pf,IS_net_pips,IS_max_dd_pips,IS_avg_rr,IS_sharpe,IS_n_tp,IS_n_sl,IS_n_to,OOS_n,OOS_wr,OOS_pf,OOS_net_pips,OOS_max_dd_pips,OOS_avg_rr,OOS_sharpe,OOS_n_tp,OOS_n_sl,OOS_n_to
USDJPY,[8],0.05,0.15,rh_rl,1.2,True,391,0.3734,0.8215,-958.6392,1290.3462,3.2618,-1.1972,34,184,173,234,0.3718,0.6968,-834.6495,1005.5681,3.1839,-2.312,22,112,100,157,0.3758,0.9526,-123.9897,368.097,3.3779,-0.3004,12,72,73
USDJPY,[8],0.05,0.15,rh_rl,1.2,False,427,0.3817,0.8214,-1047.3574,1223.6251,3.317,-1.2033,38,200,189,250,0.388,0.7458,-721.6671,883.3092,3.2212,-1.861,23,114,113,177,0.3729,0.8923,-325.6904,465.4348,3.4524,-0.7135,15,86,76
USDJPY,[8],0.05,0.15,rh_rl,1.5,True,353,0.3739,0.8461,-752.3759,1107.7887,3.4689,-1.0118,27,164,162,208,0.375,0.7252,-674.3218,863.3732,3.4159,-2.0458,17,98,93,145,0.3724,0.9679,-78.0541,320.9344,3.5448,-0.2003,10,66,69
USDJPY,[8],0.05,0.15,rh_rl,1.5,False,385,0.3766,0.8386,-866.7512,1097.0855,3.5334,-1.0718,29,179,177,221,0.3846,0.766,-594.3124,774.0874,3.4706,-1.6847,17,99,105,164,0.3659,0.9038,-272.4387,441.317,3.618,-0.63,12,80,72
USDJPY,[8],0.05,0.15,mid,0.8,True,309,0.4142,0.7199,-1183.2851,1449.0999,1.7285,-2.2103,76,141,92,180,0.4167,0.646,-754.6917,938.3746,1.7026,-2.971,42,84,54,129,0.4109,0.7952,-428.5933,555.1757,1.7646,-1.5775,34,57,38
USDJPY,[8],0.05,0.15,mid,0.8,False,337,0.4184,0.7046,-1369.4156,1455.3341,1.7609,-2.3614,81,155,101,192,0.4323,0.7005,-654.2824,795.6388,1.728,-2.4098,46,85,61,145,0.4,0.7082,-715.1332,704.1457,1.8045,-2.3918,35,70,40
USDJPY,[8],0.05,0.15,mid,1.2,True,218,0.3991,0.713,-883.8735,1103.4163,2.0378,-2.2573,42,102,74,125,0.408,0.643,-549.0886,699.9435,2.0139,-3.0073,23,62,40,93,0.3871,0.7829,-334.7849,453.9976,2.0699,-1.6548,19,40,34
USDJPY,[8],0.05,0.15,mid,1.2,False,238,0.4202,0.7212,-925.1251,1018.6622,2.0748,-2.1834,46,111,81,134,0.4403,0.7155,-446.0563,549.7348,2.0373,-2.2684,26,63,45,104,0.3942,0.7263,-479.0688,515.9885,2.123,-2.1695,20,48,36
USDJPY,[8],0.05,0.15,mid,1.5,True,168,0.4048,0.7386,-608.9113,854.1251,2.2467,-1.9898,29,74,65,97,0.4124,0.6407,-435.8874,586.7423,2.2111,-2.9997,16,47,34,71,0.3944,0.845,-173.0239,317.9075,2.2954,-1.1091,13,27,31
USDJPY,[8],0.05,0.15,mid,1.5,False,184,0.4239,0.7541,-616.4099,736.4836,2.2942,-1.8521,31,82,71,106,0.4434,0.7321,-332.7887,485.9757,2.2274,-2.0906,18,49,39,78,0.3974,0.7756,-283.6212,314.2469,2.385,-1.6773,13,33,32
USDJPY,[8],0.05,0.15,half,0.8,True,515,0.3728,0.7434,-1876.2101,1914.914,2.0,-1.8823,75,241,199,297,0.3805,0.7183,-946.8065,1052.3446,2.0,-2.1595,46,136,115,218,0.3624,0.7648,-929.4037,910.3041,2.0,-1.7555,29,105,84
USDJPY,[8],0.05,0.15,half,0.8,False,568,0.3768,0.7439,-2047.429,2047.3645,2.0,-1.8773,85,266,217,328,0.3872,0.7441,-923.0667,1036.7267,2.0,-1.9272,51,145,132,240,0.3625,0.7437,-1124.3623,1125.9623,2.0,-1.9417,34,121,85
USDJPY,[8],0.05,0.15,half,1.2,True,515,0.3728,0.7434,-1876.2101,1914.914,2.0,-1.8823,75,241,199,297,0.3805,0.7183,-946.8065,1052.3446,2.0,-2.1595,46,136,115,218,0.3624,0.7648,-929.4037,910.3041,2.0,-1.7555,29,105,84
USDJPY,[8],0.05,0.15,half,1.2,False,568,0.3768,0.7439,-2047.429,2047.3645,2.0,-1.8773,85,266,217,328,0.3872,0.7441,-923.0667,1036.7267,2.0,-1.9272,51,145,132,240,0.3625,0.7437,-1124.3623,1125.9623,2.0,-1.9417,34,121,85
USDJPY,[8],0.05,0.15,half,1.5,True,515,0.3728,0.7434,-1876.2101,1914.914,2.0,-1.8823,75,241,199,297,0.3805,0.7183,-946.8065,1052.3446,2.0,-2.1595,46,136,115,218,0.3624,0.7648,-929.4037,910.3041,2.0,-1.7555,29,105,84
USDJPY,[8],0.05,0.15,half,1.5,False,568,0.3768,0.7439,-2047.429,2047.3645,2.0,-1.8773,85,266,217,328,0.3872,0.7441,-923.0667,1036.7267,2.0,-1.9272,51,145,132,240,0.3625,0.7437,-1124.3623,1125.9623,2.0,-1.9417,34,121,85
USDJPY,[8],0.1,0.05,rh_rl,0.8,True,696,0.3118,0.7438,-2025.7089,2275.1685,4.7082,-1.7852,73,434,189,390,0.3231,0.686,-1110.1296,1215.1512,4.7391,-2.4323,45,231,114,306,0.2974,0.7905,-915.5792,1070.4173,4.6688,-1.4412,28,203,75
USDJPY,[8],0.1,0.05,rh_rl,0.8,False,761,0.3154,0.7392,-2190.3412,2441.4062,4.7477,-1.8163,84,468,209,430,0.3209,0.6675,-1266.6667,1341.6005,4.6788,-2.5893,52,252,126,331,0.3082,0.7988,-923.6744,1125.1356,4.8372,-1.3781,32,216,83
USDJPY,[8],0.1,0.05,rh_rl,1.2,True,656,0.311,0.7746,-1654.9101,1995.8839,4.9346,-1.5316,61,410,185,372,0.3199,0.6956,-1027.6065,1150.5474,4.9209,-2.3358,38,223,111,284,0.2993,0.8419,-627.3036,855.7364,4.9525,-1.0476,23,187,74
USDJPY,[8],0.1,0.05,rh_rl,1.2,False,713,0.3072,0.7589,-1883.8952,2174.7878,5.0008,-1.6488,65,443,205,409,0.3105,0.6659,-1220.2521,1316.3265,4.8695,-2.5953,41,244,124,304,0.3026,0.8405,-663.6431,903.3318,5.1774,-1.0585,24,199,81
USDJPY,[8],0.1,0.05,rh_rl,1.5,True,623,0.3082,0.7928,-1441.2501,1873.7662,5.1245,-1.3873,51,392,180,357,0.3109,0.6766,-1064.0565,1155.4698,5.0702,-2.5038,31,217,109,266,0.3045,0.8971,-377.1936,704.7299,5.1973,-0.6599,20,175,71
USDJPY,[8],0.1,0.05,rh_rl,1.5,False,674,0.3042,0.7715,-1698.8391,2049.458,5.2118,-1.5459,53,423,198,387,0.3023,0.6514,-1226.1635,1297.3529,5.0682,-2.7259,32,235,120,287,0.3066,0.8794,-472.6755,786.5757,5.4054,-0.7828,21,188,78
USDJPY,[8],0.1,0.05,mid,0.8,True,549,0.3552,0.7328,-1565.9415,1797.3543,2.5723,-2.0785,129,328,92,311,0.3633,0.7018,-804.7745,1010.6626,2.5586,-2.4025,72,179,60,238,0.3445,0.7593,-761.167,842.022,2.5901,-1.899,57,149,32
USDJPY,[8],0.1,0.05,mid,0.8,False,596,0.3473,0.7074,-1847.37,2008.6412,2.6111,-2.3035,133,356,107,334,0.3503,0.6794,-919.5023,1088.7532,2.5762,-2.5998,73,192,69,262,0.3435,0.7307,-927.8677,986.7043,2.6556,-2.1571,60,164,38
USDJPY,[8],0.1,0.05,mid,1.2,True,465,0.3441,0.7632,-1196.9731,1483.5015,2.8568,-1.8081,98,283,84,258,0.3488,0.7269,-631.2227,830.001,2.8807,-2.1668,52,153,53,207,0.3382,0.7938,-565.7504,719.1855,2.8271,-1.5846,46,130,31
USDJPY,[8],0.1,0.05,mid,1.2,False,503,0.338,0.7374,-1423.4586,1641.3794,2.9099,-2.0265,98,306,99,276,0.3333,0.6888,-769.7821,935.8654,2.909,-2.5097,50,165,61,227,0.3436,0.7782,-653.6765,781.7655,2.9109,-1.7121,48,141,38
USDJPY,[8],0.1,0.05,mid,1.5,True,396,0.3283,0.749,-1098.9563,1414.7457,3.1191,-1.9252,70,247,79,218,0.3394,0.7407,-503.5034,682.339,3.1612,-2.0332,37,131,50,178,0.3146,0.7555,-595.453,786.5918,3.0676,-1.9146,33,116,29
USDJPY,[8],0.1,0.05,mid,1.5,False,437,0.3295,0.7389,-1238.3116,1490.6631,3.1443,-1.9998,73,270,94,241,0.332,0.72,-593.2551,783.1457,3.1332,-2.1945,38,144,59,196,0.3265,0.7541,-645.0566,772.2689,3.1579,-1.9197,35,126,35
USDJPY,[8],0.1,0.05,half,0.8,True,744,0.3454,0.7808,-1784.5696,2005.1553,2.0,-1.6215,186,446,112,418,0.3445,0.6896,-1141.3975,1284.8006,2.0,-2.5391,97,240,81,326,0.3466,0.8559,-643.1722,744.6888,2.0,-1.052,89,206,31
USDJPY,[8],0.1,0.05,half,0.8,False,810,0.3469,0.7764,-1927.9661,2079.1092,2.0,-1.6598,200,480,130,459,0.342,0.6897,-1225.1355,1337.1245,2.0,-2.5413,106,261,92,351,0.3533,0.8496,-702.8307,803.5822,2.0,-1.1008,94,219,38
USDJPY,[8],0.1,0.05,half,1.2,True,744,0.3454,0.7808,-1784.5696,2005.1553,2.0,-1.6215,186,446,112,418,0.3445,0.6896,-1141.3975,1284.8006,2.0,-2.5391,97,240,81,326,0.3466,0.8559,-643.1722,744.6888,2.0,-1.052,89,206,31
USDJPY,[8],0.1,0.05,half,1.2,False,810,0.3469,0.7764,-1927.9661,2079.1092,2.0,-1.6598,200,480,130,459,0.342,0.6897,-1225.1355,1337.1245,2.0,-2.5413,106,261,92,351,0.3533,0.8496,-702.8307,803.5822,2.0,-1.1008,94,219,38
USDJPY,[8],0.1,0.05,half,1.5,True,744,0.3454,0.7808,-1784.5696,2005.1553,2.0,-1.6215,186,446,112,418,0.3445,0.6896,-1141.3975,1284.8006,2.0,-2.5391,97,240,81,326,0.3466,0.8559,-643.1722,744.6888,2.0,-1.052,89,206,31
USDJPY,[8],0.1,0.05,half,1.5,False,810,0.3469,0.7764,-1927.9661,2079.1092,2.0,-1.6598,200,480,130,459,0.342,0.6897,-1225.1355,1337.1245,2.0,-2.5413,106,261,92,351,0.3533,0.8496,-702.8307,803.5822,2.0,-1.1008,94,219,38
USDJPY,[8],0.1,0.1,rh_rl,0.8,True,676,0.3491,0.7643,-2024.8678,2366.2094,3.6343,-1.6538,75,369,232,380,0.35,0.6498,-1372.8762,1407.7839,3.6796,-2.8207,42,202,136,296,0.348,0.8604,-651.9917,968.8254,3.5761,-0.9484,33,167,96
USDJPY,[8],0.1,0.1,rh_rl,0.8,False,736,0.3492,0.7546,-2251.1491,2583.2511,3.6597,-1.7253,81,398,257,417,0.3525,0.6624,-1408.8129,1462.3206,3.6409,-2.6513,46,215,156,319,0.3448,0.8316,-842.3363,1133.2305,3.6842,-1.1648,35,183,101
USDJPY,[8],0.1,0.1,rh_rl,1.2,True,615,0.3463,0.7967,-1582.6393,2065.4116,3.8964,-1.3883,54,337,224,352,0.3409,0.6398,-1331.6802,1355.707,3.8918,-2.9071,30,190,132,263,0.3536,0.9386,-250.9591,693.3716,3.9025,-0.3974,24,147,92
USDJPY,[8],0.1,0.1,rh_rl,1.2,False,665,0.3444,0.7766,-1870.7553,2276.333,3.945,-1.5415,56,363,246,381,0.3438,0.6553,-1346.4959,1379.2683,3.889,-2.7122,32,201,148,284,0.3451,0.8826,-524.2593,904.8997,4.0202,-0.7852,24,162,98
USDJPY,[8],0.1,0.1,rh_rl,1.5,True,565,0.3434,0.8048,-1416.8992,1987.5516,4.1231,-1.3236,42,315,208,323,0.3406,0.6409,-1235.7089,1286.8856,4.12,-2.9066,23,178,122,242,0.3471,0.9526,-181.1903,684.3329,4.1274,-0.304,19,137,86
USDJPY,[8],0.1,0.1,rh_rl,1.5,False,610,0.3426,0.7954,-1587.6431,2133.5556,4.1799,-1.3939,45,337,228,345,0.342,0.6624,-1212.2511,1256.6374,4.1532,-2.6489,24,185,136,265,0.3434,0.9099,-375.3921,878.8182,4.2146,-0.5913,21,152,92
USDJPY,[8],0.1,0.1,mid,0.8,True,502,0.3904,0.7622,-1453.2835,1755.76,2.0455,-1.8242,125,262,115,282,0.3972,0.6913,-868.6516,1030.1965,2.0638,-2.5134,67,144,71,220,0.3818,0.8228,-584.632,776.522,2.0222,-1.3572,58,118,44
USDJPY,[8],0.1,0.1,mid,0.8,False,542,0.3893,0.731,-1765.8231,1996.2743,2.0743,-2.115,129,282,131,301,0.3987,0.7024,-877.0087,1044.1036,2.0835,-2.3898,70,151,80,241,0.3776,0.7543,-888.8145,1016.4622,2.0629,-1.9743,59,131,51
USDJPY,[8],0.1,0.1,mid,1.2,True,389,0.3702,0.7601,-1178.0511,1472.3927,2.3509,-1.8401,80,211,98,217,0.3779,0.727,-604.741,718.4623,2.3853,-2.1835,43,116,58,172,0.3605,0.7873,-573.31,796.4005,2.3075,-1.6487,37,95,40
USDJPY,[8],0.1,0.1,mid,1.2,False,428,0.3738,0.7364,-1404.5006,1669.2044,2.3633,-2.0599,84,230,114,240,0.3833,0.7419,-615.1653,778.1867,2.3627,-2.0201,46,125,69,188,0.3617,0.7319,-789.3352,946.821,2.3641,-2.1735,38,105,45
USDJPY,[8],0.1,0.1,mid,1.5,True,313,0.377,0.7787,-876.3221,1104.8181,2.5937,-1.6571,57,167,89,172,0.3895,0.7599,-417.8502,574.6589,2.6557,-1.8491,29,90,53,141,0.3617,0.7934,-458.4719,616.2168,2.5182,-1.577,28,77,36
USDJPY,[8],0.1,0.1,mid,1.5,False,345,0.3826,0.7451,-1098.6755,1286.2327,2.6075,-1.9607,60,182,103,190,0.4053,0.808,-355.586,571.8446,2.63,-1.4215,33,96,61,155,0.3548,0.6977,-743.0895,828.7786,2.5799,-2.4768,27,86,42
USDJPY,[8],0.1,0.1,half,0.8,True,744,0.3602,0.7786,-2084.7102,2389.8196,2.0,-1.6263,145,400,199,418,0.3589,0.7077,-1233.3954,1377.0036,2.0,-2.313,80,217,121,326,0.362,0.8362,-851.3148,1033.9235,2.0,-1.2048,65,183,78
USDJPY,[8],0.1,0.1,half,0.8,False,810,0.3617,0.7687,-2323.971,2627.0616,2.0,-1.7024,155,432,223,459,0.3638,0.7186,-1265.5775,1427.0844,2.0,-2.2002,86,232,141,351,0.359,0.8093,-1058.3935,1248.4499,2.0,-1.4199,69,200,82
USDJPY,[8],0.1,0.1,half,1.2,True,744,0.3602,0.7786,-2084.7102,2389.8196,2.0,-1.6263,145,400,199,418,0.3589,0.7077,-1233.3954,1377.0036,2.0,-2.313,80,217,121,326,0.362,0.8362,-851.3148,1033.9235,2.0,-1.2048,65,183,78
USDJPY,[8],0.1,0.1,half,1.2,False,810,0.3617,0.7687,-2323.971,2627.0616,2.0,-1.7024,155,432,223,459,0.3638,0.7186,-1265.5775,1427.0844,2.0,-2.2002,86,232,141,351,0.359,0.8093,-1058.3935,1248.4499,2.0,-1.4199,69,200,82
USDJPY,[8],0.1,0.1,half,1.5,True,744,0.3602,0.7786,-2084.7102,2389.8196,2.0,-1.6263,145,400,199,418,0.3589,0.7077,-1233.3954,1377.0036,2.0,-2.313,80,217,121,326,0.362,0.8362,-851.3148,1033.9235,2.0,-1.2048,65,183,78
USDJPY,[8],0.1,0.1,half,1.5,False,810,0.3617,0.7687,-2323.971,2627.0616,2.0,-1.7024,155,432,223,459,0.3638,0.7186,-1265.5775,1427.0844,2.0,-2.2002,86,232,141,351,0.359,0.8093,-1058.3935,1248.4499,2.0,-1.4199,69,200,82
USDJPY,[8],0.1,0.15,rh_rl,0.8,True,646,0.3854,0.8129,-1631.6835,2231.7862,3.0367,-1.2818,75,298,273,369,0.3821,0.6969,-1245.172,1337.5026,3.0521,-2.3279,44,169,156,277,0.3899,0.9162,-386.5115,957.282,3.0161,-0.5575,31,129,117
USDJPY,[8],0.1,0.15,rh_rl,0.8,False,699,0.3791,0.7868,-2010.0796,2452.6796,3.0637,-1.4824,77,326,296,402,0.3781,0.7092,-1267.784,1409.9941,3.0323,-2.1886,46,181,175,297,0.3805,0.8535,-742.2955,1153.6839,3.1062,-1.0153,31,145,121
USDJPY,[8],0.1,0.15,rh_rl,1.2,True,571,0.3818,0.8485,-1179.6346,1956.929,3.305,-1.0152,51,270,250,327,0.3761,0.6975,-1128.3495,1207.2791,3.315,-2.3244,29,156,142,244,0.3893,0.9873,-51.285,778.3477,3.2917,-0.081,22,114,108
USDJPY,[8],0.1,0.15,rh_rl,1.2,False,618,0.377,0.8266,-1459.2479,2075.2731,3.3345,-1.1766,54,292,272,352,0.3722,0.7171,-1106.0213,1211.4302,3.3199,-2.1174,30,163,159,266,0.3835,0.9216,-353.2266,955.3401,3.3539,-0.5228,24,129,113
USDJPY,[8],0.1,0.15,rh_rl,1.5,True,516,0.376,0.8516,-1062.2174,1873.5596,3.5134,-0.987,38,244,234,291,0.3711,0.696,-1021.863,1118.9253,3.5578,-2.326,20,139,132,225,0.3822,0.9894,-40.3544,776.5321,3.456,-0.0677,18,105,102
USDJPY,[8],0.1,0.15,rh_rl,1.5,False,557,0.3698,0.8249,-1359.6754,2037.5706,3.5528,-1.1852,40,265,252,311,0.3666,0.715,-1006.5078,1130.0495,3.5806,-2.1329,21,145,145,246,0.374,0.9166,-353.1676,992.2184,3.5177,-0.5544,19,120,107
USDJPY,[8],0.1,0.15,mid,0.8,True,453,0.4172,0.7647,-1445.2707,1866.5044,1.7473,-1.8102,114,208,131,253,0.415,0.6763,-921.2513,1084.6419,1.7779,-2.6599,58,117,78,200,0.42,0.8411,-524.0195,862.0648,1.7086,-1.2111,56,91,53
USDJPY,[8],0.1,0.15,mid,0.8,False,488,0.4139,0.7262,-1814.9317,2073.8275,1.7702,-2.1644,116,226,146,272,0.4118,0.6919,-918.9172,1092.556,1.7859,-2.4867,61,123,88,216,0.4167,0.7543,-896.0146,1081.6715,1.7504,-1.9866,55,103,58
USDJPY,[8],0.1,0.15,mid,1.2,True,321,0.405,0.765,-1050.3089,1358.4592,2.0585,-1.7945,64,153,104,179,0.4022,0.681,-666.1738,796.7364,2.1025,-2.6135,31,88,60,142,0.4085,0.8387,-384.1351,630.425,2.0031,-1.2119,33,65,44
USDJPY,[8],0.1,0.15,mid,1.2,False,353,0.4136,0.7393,-1265.5905,1493.7841,2.0658,-2.0285,68,167,118,197,0.4213,0.7492,-544.7055,724.4163,2.0842,-1.9401,36,92,69,156,0.4038,0.7312,-720.885,858.2678,2.0425,-2.174,32,75,49
USDJPY,[8],0.1,0.15,mid,1.5,True,248,0.3911,0.7122,-1004.8718,1176.1348,2.2703,-2.2252,39,116,93,143,0.4056,0.6689,-549.6416,692.5852,2.2926,-2.693,21,68,54,105,0.3714,0.7514,-455.2302,564.6328,2.24,-1.9211,18,48,39
USDJPY,[8],0.1,0.15,mid,1.5,False,271,0.3985,0.7107,-1083.2108,1222.4609,2.2879,-2.2539,42,127,102,157,0.414,0.758,-417.4945,638.1188,2.2741,-1.8431,25,72,60,114,0.3772,0.6704,-665.7163,681.5249,2.3069,-2.7178,17,55,42
USDJPY,[8],0.1,0.15,half,0.8,True,744,0.3844,0.8058,-1976.968,2458.2497,2.0,-1.3801,112,343,289,418,0.3804,0.7285,-1241.0117,1374.0401,2.0,-2.0742,63,189,166,326,0.3896,0.8688,-735.9563,1182.2544,2.0,-0.9337,49,154,123
USDJPY,[8],0.1,0.15,half,0.8,False,810,0.3827,0.7953,-2245.7917,2674.2004,2.0,-1.4561,121,374,315,459,0.3813,0.7425,-1255.6491,1450.9955,2.0,-1.9385,68,202,189,351,0.3846,0.8376,-990.1426,1373.2398,2.0,-1.1739,53,172,126
USDJPY,[8],0.1,0.15,half,1.2,True,744,0.3844,0.8058,-1976.968,2458.2497,2.0,-1.3801,112,343,289,418,0.3804,0.7285,-1241.0117,1374.0401,2.0,-2.0742,63,189,166,326,0.3896,0.8688,-735.9563,1182.2544,2.0,-0.9337,49,154,123
USDJPY,[8],0.1,0.15,half,1.2,False,810,0.3827,0.7953,-2245.7917,2674.2004,2.0,-1.4561,121,374,315,459,0.3813,0.7425,-1255.6491,1450.9955,2.0,-1.9385,68,202,189,351,0.3846,0.8376,-990.1426,1373.2398,2.0,-1.1739,53,172,126
USDJPY,[8],0.1,0.15,half,1.5,True,744,0.3844,0.8058,-1976.968,2458.2497,2.0,-1.3801,112,343,289,418,0.3804,0.7285,-1241.0117,1374.0401,2.0,-2.0742,63,189,166,326,0.3896,0.8688,-735.9563,1182.2544,2.0,-0.9337,49,154,123
USDJPY,[8],0.1,0.15,half,1.5,False,810,0.3827,0.7953,-2245.7917,2674.2004,2.0,-1.4561,121,374,315,459,0.3813,0.7425,-1255.6491,1450.9955,2.0,-1.9385,68,202,189,351,0.3846,0.8376,-990.1426,1373.2398,2.0,-1.1739,53,172,126
USDJPY,[8],0.15,0.05,rh_rl,0.8,True,931,0.3158,0.7688,-2349.9321,2519.2214,4.7725,-1.6024,93,580,258,543,0.3186,0.7014,-1450.2061,1589.578,4.7465,-2.2921,57,328,158,388,0.3119,0.8304,-899.726,941.3435,4.8089,-1.1507,36,252,100
USDJPY,[8],0.15,0.05,rh_rl,0.8,False,1034,0.3143,0.7698,-2540.672,2760.4042,4.8427,-1.5847,109,638,287,603,0.3085,0.6572,-1841.8796,1893.7542,4.6963,-2.7024,64,365,174,431,0.3225,0.8766,-698.7924,881.75,5.0476,-0.8125,45,273,113
USDJPY,[8],0.15,0.05,rh_rl,1.2,True,888,0.3164,0.795,-1967.6178,2268.0463,4.9552,-1.3911,81,553,254,523,0.3174,0.7121,-1345.6252,1502.9164,4.8908,-2.1889,50,318,155,365,0.3151,0.8737,-621.9926,765.2299,5.0475,-0.8316,31,235,99
USDJPY,[8],0.15,0.05,rh_rl,1.2,False,984,0.31,0.7877,-2218.5104,2612.8421,5.0387,-1.4378,91,610,283,581,0.3029,0.6594,-1769.2072,1849.4294,4.8385,-2.6732,54,355,172,403,0.3201,0.9145,-449.3032,779.9387,5.3274,-0.5485,37,255,111
USDJPY,[8],0.15,0.05,rh_rl,1.5,True,849,0.3157,0.8141,-1699.1028,2234.2413,5.1207,-1.2433,70,530,249,502,0.3127,0.7086,-1315.9202,1445.5114,5.0383,-2.2122,42,307,153,347,0.3199,0.9171,-383.1826,788.8299,5.2399,-0.5318,28,223,96
USDJPY,[8],0.15,0.05,rh_rl,1.5,False,939,0.3088,0.8021,-1978.5993,2548.4985,5.2152,-1.3251,78,585,276,553,0.2984,0.6572,-1708.9636,1761.4858,5.0141,-2.6845,44,341,168,386,0.3238,0.9462,-269.6357,803.5387,5.5034,-0.339,34,244,108
USDJPY,[8],0.15,0.05,mid,0.8,True,737,0.3582,0.7559,-1855.2047,2020.4574,2.5624,-1.8611,174,441,122,431,0.3596,0.6841,-1164.9802,1346.3029,2.5431,-2.5914,96,252,83,306,0.3562,0.8236,-690.2245,756.6381,2.5895,-1.3291,78,189,39
USDJPY,[8],0.15,0.05,mid,0.8,False,819,0.3504,0.74,-2181.3564,2303.4816,2.6035,-1.9934,186,489,144,472,0.3432,0.6424,-1454.5941,1600.0893,2.5326,-3.0,99,278,95,347,0.3602,0.8319,-726.7623,779.9955,2.7,-1.2557,87,211,49
USDJPY,[8],0.15,0.05,mid,1.2,True,627,0.3461,0.778,-1459.3343,1628.107,2.8358,-1.667,132,382,113,364,0.3489,0.711,-922.2645,1105.9038,2.8278,-2.3287,72,217,75,263,0.3422,0.8412,-537.0698,627.2053,2.8469,-1.1757,60,165,38
USDJPY,[8],0.15,0.05,mid,1.2,False,695,0.341,0.774,-1623.2239,1771.914,2.8893,-1.6927,139,421,135,396,0.3283,0.659,-1197.4748,1339.8025,2.8268,-2.8309,70,240,86,299,0.3579,0.884,-425.7491,530.3135,2.972,-0.8339,69,181,49
USDJPY,[8],0.15,0.05,mid,1.5,True,535,0.3308,0.7703,-1309.0535,1538.82,3.0911,-1.7255,97,334,104,312,0.3397,0.7288,-743.1213,907.9147,3.0736,-2.1623,55,189,68,223,0.3184,0.8088,-565.9322,709.0418,3.1156,-1.4328,42,145,36
USDJPY,[8],0.15,0.05,mid,1.5,False,600,0.3317,0.7798,-1376.6714,1588.5954,3.1321,-1.6327,105,369,126,345,0.3275,0.6965,-917.2896,1089.8537,3.0434,-2.4454,56,209,80,255,0.3373,0.8577,-459.3818,578.0104,3.252,-1.0307,49,160,46
USDJPY,[8],0.15,0.05,half,0.8,True,988,0.3502,0.8167,-1885.9237,2219.3219,2.0,-1.3348,251,586,151,575,0.3391,0.6972,-1503.0564,1689.1843,2.0,-2.4725,131,335,109,413,0.3656,0.9281,-382.8673,564.1347,2.0,-0.5076,120,251,42
USDJPY,[8],0.15,0.05,half,0.8,False,1090,0.345,0.7989,-2247.5095,2504.4428,2.0,-1.4804,273,645,172,636,0.3286,0.6656,-1837.0681,1940.9146,2.0,-2.7976,142,372,122,454,0.3678,0.9278,-410.4414,608.4659,2.0,-0.5086,131,273,50
USDJPY,[8],0.15,0.05,half,1.2,True,988,0.3502,0.8167,-1885.9237,2219.3219,2.0,-1.3348,251,586,151,575,0.3391,0.6972,-1503.0564,1689.1843,2.0,-2.4725,131,335,109,413,0.3656,0.9281,-382.8673,564.1347,2.0,-0.5076,120,251,42
USDJPY,[8],0.15,0.05,half,1.2,False,1090,0.345,0.7989,-2247.5095,2504.4428,2.0,-1.4804,273,645,172,636,0.3286,0.6656,-1837.0681,1940.9146,2.0,-2.7976,142,372,122,454,0.3678,0.9278,-410.4414,608.4659,2.0,-0.5086,131,273,50
USDJPY,[8],0.15,0.05,half,1.5,True,988,0.3502,0.8167,-1885.9237,2219.3219,2.0,-1.3348,251,586,151,575,0.3391,0.6972,-1503.0564,1689.1843,2.0,-2.4725,131,335,109,413,0.3656,0.9281,-382.8673,564.1347,2.0,-0.5076,120,251,42
USDJPY,[8],0.15,0.05,half,1.5,False,1090,0.345,0.7989,-2247.5095,2504.4428,2.0,-1.4804,273,645,172,636,0.3286,0.6656,-1837.0681,1940.9146,2.0,-2.7976,142,372,122,454,0.3678,0.9278,-410.4414,608.4659,2.0,-0.5086,131,273,50
USDJPY,[8],0.15,0.1,rh_rl,0.8,True,910,0.3615,0.8016,-2205.8874,2525.8137,3.6482,-1.3678,99,489,322,531,0.3597,0.7024,-1581.3582,1660.8019,3.6622,-2.3135,55,279,197,379,0.3641,0.8925,-624.5292,876.7119,3.6286,-0.7209,44,210,125
USDJPY,[8],0.15,0.1,rh_rl,0.8,False,1009,0.3588,0.7965,-2467.4648,2890.414,3.6867,-1.3995,111,538,360,589,0.3514,0.6762,-1896.392,1944.6088,3.6249,-2.534,60,306,223,420,0.369,0.9089,-571.0727,963.3782,3.7733,-0.6037,51,232,137
USDJPY,[8],0.15,0.1,rh_rl,1.2,True,840,0.3607,0.832,-1713.7831,2347.5657,3.869,-1.1301,75,451,314,497,0.3561,0.7075,-1464.2197,1539.5021,3.843,-2.2549,42,262,193,343,0.3673,0.952,-249.5634,808.1636,3.9068,-0.31,33,189,121
USDJPY,[8],0.15,0.1,rh_rl,1.2,False,928,0.3567,0.8198,-2017.9131,2671.7629,3.9216,-1.2163,83,496,349,546,0.348,0.683,-1738.8506,1806.2813,3.8297,-2.4596,45,286,215,382,0.3691,0.9511,-279.0626,894.8299,4.0529,-0.3154,38,210,134
